Year,Month,District Code,District Name,Neighborhood Code,Neighborhood Name,Gender,Employment Demand,Number
2017,3,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,Registered Unemployed,194
2017,3,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,Registered Unemployed,343
2017,3,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,Registered Unemployed,621
2017,3,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,Registered Unemployed,571
2017,3,6,Gràcia,28,Vallcarca i els Penitents,Female,Registered Unemployed,372
2017,3,6,Gràcia,29,el Coll,Female,Registered Unemployed,157
2017,3,6,Gràcia,30,la Salut,Female,Registered Unemployed,300
2017,3,6,Gràcia,31,la Vila de Gràcia,Female,Registered Unemployed,1197
2017,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,Registered Unemployed,770
2017,3,7,Horta-Guinardó,33,el Baix Guinardó,Female,Registered Unemployed,598
2017,3,7,Horta-Guinardó,34,Can Baró,Female,Registered Unemployed,213
2017,3,7,Horta-Guinardó,35,el Guinardó,Female,Registered Unemployed,965
2017,3,7,Horta-Guinardó,36,la Font d'en Fargues,Female,Registered Unemployed,290
2017,3,7,Horta-Guinardó,37,el Carmel,Female,Registered Unemployed,988
2017,3,7,Horta-Guinardó,38,la Teixonera,Female,Registered Unemployed,297
2017,3,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,Registered Unemployed,179
2017,3,7,Horta-Guinardó,40,Montbau,Female,Registered Unemployed,130
2017,3,7,Horta-Guinardó,41,la Vall d'Hebron,Female,Registered Unemployed,138
2017,3,7,Horta-Guinardó,42,la Clota,Female,Registered Unemployed,10
2017,3,7,Horta-Guinardó,43,Horta,Female,Registered Unemployed,821
2017,3,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,Registered Unemployed,766
2017,3,8,Nou Barris,45,Porta,Female,Registered Unemployed,753
2017,3,8,Nou Barris,46,el Turó de la Peira,Female,Registered Unemployed,473
2017,3,8,Nou Barris,47,Can Peguera,Female,Registered Unemployed,66
2017,3,8,Nou Barris,48,la Guineueta,Female,Registered Unemployed,544
2017,3,8,Nou Barris,49,Canyelles,Female,Registered Unemployed,265
2017,3,8,Nou Barris,50,les Roquetes,Female,Registered Unemployed,576
2017,3,8,Nou Barris,51,Verdun,Female,Registered Unemployed,441
2017,3,8,Nou Barris,52,la Prosperitat,Female,Registered Unemployed,847
2017,3,8,Nou Barris,53,la Trinitat Nova,Female,Registered Unemployed,352
2017,3,8,Nou Barris,54,Torre Baró,Female,Registered Unemployed,96
2017,3,8,Nou Barris,55,Ciutat Meridiana,Female,Registered Unemployed,503
2017,3,8,Nou Barris,56,Vallbona,Female,Registered Unemployed,58
2017,3,9,Sant Andreu,57,la Trinitat Vella,Female,Registered Unemployed,466
2017,3,9,Sant Andreu,58,Baró de Viver,Female,Registered Unemployed,75
2017,3,9,Sant Andreu,59,el Bon Pastor,Female,Registered Unemployed,427
2017,3,9,Sant Andreu,60,Sant Andreu,Female,Registered Unemployed,1729
2017,3,9,Sant Andreu,61,la Sagrera,Female,Registered Unemployed,774
2017,3,9,Sant Andreu,62,el Congrés i els Indians,Female,Registered Unemployed,377
2017,3,9,Sant Andreu,63,Navas,Female,Registered Unemployed,580
2017,3,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,Registered Unemployed,1046
2017,3,10,Sant Martí,65,el Clot,Female,Registered Unemployed,744
2017,3,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,Registered Unemployed,369
2017,3,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,Registered Unemployed,238
2017,3,10,Sant Martí,68,el Poblenou,Female,Registered Unemployed,822
2017,3,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,Registered Unemployed,367
2017,3,10,Sant Martí,70,el Besòs i el Maresme,Female,Registered Unemployed,843
2017,3,10,Sant Martí,71,Provençals del Poblenou,Female,Registered Unemployed,598
2017,3,10,Sant Martí,72,Sant Martí de Provençals,Female,Registered Unemployed,845
2017,3,10,Sant Martí,73,la Verneda i la Pau,Female,Registered Unemployed,956
2017,3,1,Ciutat Vella,1,el Raval,Female,Unemployment demand,281
2017,3,1,Ciutat Vella,2,el Barri Gòtic,Female,Unemployment demand,120
2017,3,1,Ciutat Vella,3,la Barceloneta,Female,Unemployment demand,138
2017,3,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,Unemployment demand,190
2017,3,2,Eixample,5,el Fort Pienc,Female,Unemployment demand,190
2017,3,2,Eixample,6,la Sagrada Família,Female,Unemployment demand,314
2017,3,2,Eixample,7,la Dreta de l'Eixample,Female,Unemployment demand,203
2017,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,Unemployment demand,208
2017,3,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,Unemployment demand,379
2017,3,2,Eixample,10,Sant Antoni,Female,Unemployment demand,265
2017,3,3,Sants-Montjuïc,11,el Poble Sec,Female,Unemployment demand,285
2017,3,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,Unemployment demand,8
2017,3,3,Sants-Montjuïc,13,la Marina de Port,Female,Unemployment demand,186
2017,3,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,Unemployment demand,71
2017,3,3,Sants-Montjuïc,15,Hostafrancs,Female,Unemployment demand,115
2017,3,3,Sants-Montjuïc,16,la Bordeta,Female,Unemployment demand,135
2017,3,3,Sants-Montjuïc,17,Sants - Badal,Female,Unemployment demand,162
2017,3,3,Sants-Montjuïc,18,Sants,Female,Unemployment demand,290
2017,3,4,Les Corts,19,les Corts,Female,Unemployment demand,300
2017,3,4,Les Corts,20,la Maternitat i Sant Ramon,Female,Unemployment demand,160
2017,3,4,Les Corts,21,Pedralbes,Female,Unemployment demand,30
2017,3,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,Unemployment demand,11
2017,3,5,Sarrià-Sant Gervasi,23,Sarrià,Female,Unemployment demand,62
2017,3,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,Unemployment demand,44
2017,3,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,Unemployment demand,75
2017,3,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,Unemployment demand,160
2017,3,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,Unemployment demand,158
2017,3,6,Gràcia,28,Vallcarca i els Penitents,Female,Unemployment demand,103
2017,3,6,Gràcia,29,el Coll,Female,Unemployment demand,45
2017,3,6,Gràcia,30,la Salut,Female,Unemployment demand,88
2017,3,6,Gràcia,31,la Vila de Gràcia,Female,Unemployment demand,288
2017,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,Unemployment demand,211
2017,3,7,Horta-Guinardó,33,el Baix Guinardó,Female,Unemployment demand,163
2017,3,7,Horta-Guinardó,34,Can Baró,Female,Unemployment demand,63
2017,3,7,Horta-Guinardó,35,el Guinardó,Female,Unemployment demand,246
2017,3,7,Horta-Guinardó,36,la Font d'en Fargues,Female,Unemployment demand,65
2017,3,7,Horta-Guinardó,37,el Carmel,Female,Unemployment demand,222
2017,3,7,Horta-Guinardó,38,la Teixonera,Female,Unemployment demand,67
2017,3,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,Unemployment demand,41
2017,3,7,Horta-Guinardó,40,Montbau,Female,Unemployment demand,29
2017,3,7,Horta-Guinardó,41,la Vall d'Hebron,Female,Unemployment demand,31
2017,3,7,Horta-Guinardó,42,la Clota,Female,Unemployment demand,2
2017,3,7,Horta-Guinardó,43,Horta,Female,Unemployment demand,178
2017,3,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,Unemployment demand,170
2017,3,8,Nou Barris,45,Porta,Female,Unemployment demand,178
2017,3,8,Nou Barris,46,el Turó de la Peira,Female,Unemployment demand,100
2017,3,8,Nou Barris,47,Can Peguera,Female,Unemployment demand,14
2017,3,8,Nou Barris,48,la Guineueta,Female,Unemployment demand,112
2017,3,8,Nou Barris,49,Canyelles,Female,Unemployment demand,55
2017,3,8,Nou Barris,50,les Roquetes,Female,Unemployment demand,118
2017,3,8,Nou Barris,51,Verdun,Female,Unemployment demand,91
2017,3,8,Nou Barris,52,la Prosperitat,Female,Unemployment demand,202
2017,3,8,Nou Barris,53,la Trinitat Nova,Female,Unemployment demand,69
2017,3,8,Nou Barris,54,Torre Baró,Female,Unemployment demand,19
2017,3,8,Nou Barris,55,Ciutat Meridiana,Female,Unemployment demand,98
2017,3,8,Nou Barris,56,Vallbona,Female,Unemployment demand,11
2017,3,9,Sant Andreu,57,la Trinitat Vella,Female,Unemployment demand,91
2017,3,9,Sant Andreu,58,Baró de Viver,Female,Unemployment demand,16
2017,3,9,Sant Andreu,59,el Bon Pastor,Female,Unemployment demand,93
2017,3,9,Sant Andreu,60,Sant Andreu,Female,Unemployment demand,377
2017,3,9,Sant Andreu,61,la Sagrera,Female,Unemployment demand,195
2017,3,9,Sant Andreu,62,el Congrés i els Indians,Female,Unemployment demand,95
2017,3,9,Sant Andreu,63,Navas,Female,Unemployment demand,147
2017,3,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,Unemployment demand,270
2017,3,10,Sant Martí,65,el Clot,Female,Unemployment demand,169
2017,3,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,Unemployment demand,77
2017,3,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,Unemployment demand,52
2017,3,10,Sant Martí,68,el Poblenou,Female,Unemployment demand,180
2017,3,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,Unemployment demand,73
2017,3,10,Sant Martí,70,el Besòs i el Maresme,Female,Unemployment demand,168
2017,3,10,Sant Martí,71,Provençals del Poblenou,Female,Unemployment demand,126
2017,3,10,Sant Martí,72,Sant Martí de Provençals,Female,Unemployment demand,183
2017,3,10,Sant Martí,73,la Verneda i la Pau,Female,Unemployment demand,207
2017,4,1,Ciutat Vella,1,el Raval,Male,Registered Unemployed,2017
2017,4,1,Ciutat Vella,2,el Barri Gòtic,Male,Registered Unemployed,477
2017,4,1,Ciutat Vella,3,la Barceloneta,Male,Registered Unemployed,504
2017,4,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,Registered Unemployed,697
2017,4,2,Eixample,5,el Fort Pienc,Male,Registered Unemployed,595
2017,4,2,Eixample,6,la Sagrada Família,Male,Registered Unemployed,978
2017,4,2,Eixample,7,la Dreta de l'Eixample,Male,Registered Unemployed,619
2017,4,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,Registered Unemployed,711
2017,4,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,Registered Unemployed,1068
2017,4,2,Eixample,10,Sant Antoni,Male,Registered Unemployed,790
2017,4,3,Sants-Montjuïc,11,el Poble Sec,Male,Registered Unemployed,1165
2017,4,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,Registered Unemployed,70
2017,4,3,Sants-Montjuïc,13,la Marina de Port,Male,Registered Unemployed,817
2017,4,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,Registered Unemployed,292
2017,4,3,Sants-Montjuïc,15,Hostafrancs,Male,Registered Unemployed,325
2017,4,3,Sants-Montjuïc,16,la Bordeta,Male,Registered Unemployed,382
2017,4,3,Sants-Montjuïc,17,Sants - Badal,Male,Registered Unemployed,398
2017,4,3,Sants-Montjuïc,18,Sants,Male,Registered Unemployed,775
2017,4,4,Les Corts,19,les Corts,Male,Registered Unemployed,806
2017,4,4,Les Corts,20,la Maternitat i Sant Ramon,Male,Registered Unemployed,394
2017,4,4,Les Corts,21,Pedralbes,Male,Registered Unemployed,91
2017,4,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,Registered Unemployed,43
2017,4,5,Sarrià-Sant Gervasi,23,Sarrià,Male,Registered Unemployed,207
2017,4,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,Registered Unemployed,168
2017,4,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,Registered Unemployed,252
2017,4,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,Registered Unemployed,486
2017,4,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,Registered Unemployed,449
2017,4,6,Gràcia,28,Vallcarca i els Penitents,Male,Registered Unemployed,288
2017,4,6,Gràcia,29,el Coll,Male,Registered Unemployed,120
2017,4,6,Gràcia,30,la Salut,Male,Registered Unemployed,234
2017,4,6,Gràcia,31,la Vila de Gràcia,Male,Registered Unemployed,951
2017,4,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,Registered Unemployed,621
2017,4,7,Horta-Guinardó,33,el Baix Guinardó,Male,Registered Unemployed,479
2017,4,7,Horta-Guinardó,34,Can Baró,Male,Registered Unemployed,167
2017,4,7,Horta-Guinardó,35,el Guinardó,Male,Registered Unemployed,758
2017,4,7,Horta-Guinardó,36,la Font d'en Fargues,Male,Registered Unemployed,240
2017,4,7,Horta-Guinardó,37,el Carmel,Male,Registered Unemployed,815
2017,4,7,Horta-Guinardó,38,la Teixonera,Male,Registered Unemployed,251
2017,4,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,Registered Unemployed,152
2017,4,7,Horta-Guinardó,40,Montbau,Male,Registered Unemployed,110
2017,4,7,Horta-Guinardó,41,la Vall d'Hebron,Male,Registered Unemployed,117
2017,4,7,Horta-Guinardó,42,la Clota,Male,Registered Unemployed,8
2017,4,7,Horta-Guinardó,43,Horta,Male,Registered Unemployed,696
2017,4,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,Registered Unemployed,649
2017,4,8,Nou Barris,45,Porta,Male,Registered Unemployed,631
2017,4,8,Nou Barris,46,el Turó de la Peira,Male,Registered Unemployed,407
2017,4,8,Nou Barris,47,Can Peguera,Male,Registered Unemployed,57
2017,4,8,Nou Barris,48,la Guineueta,Male,Registered Unemployed,462
2017,4,8,Nou Barris,49,Canyelles,Male,Registered Unemployed,225
2017,4,8,Nou Barris,50,les Roquetes,Male,Registered Unemployed,489
2017,4,8,Nou Barris,51,Verdun,Male,Registered Unemployed,375
2017,4,8,Nou Barris,52,la Prosperitat,Male,Registered Unemployed,711
2017,4,8,Nou Barris,53,la Trinitat Nova,Male,Registered Unemployed,344
2017,4,8,Nou Barris,54,Torre Baró,Male,Registered Unemployed,96
2017,4,8,Nou Barris,55,Ciutat Meridiana,Male,Registered Unemployed,499
2017,4,8,Nou Barris,56,Vallbona,Male,Registered Unemployed,58
2017,4,9,Sant Andreu,57,la Trinitat Vella,Male,Registered Unemployed,462
2017,4,9,Sant Andreu,58,Baró de Viver,Male,Registered Unemployed,53
2017,4,9,Sant Andreu,59,el Bon Pastor,Male,Registered Unemployed,303
2017,4,9,Sant Andreu,60,Sant Andreu,Male,Registered Unemployed,1225
2017,4,9,Sant Andreu,61,la Sagrera,Male,Registered Unemployed,594
2017,4,9,Sant Andreu,62,el Congrés i els Indians,Male,Registered Unemployed,289
2017,4,9,Sant Andreu,63,Navas,Male,Registered Unemployed,446
2017,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,Registered Unemployed,954
2017,4,10,Sant Martí,65,el Clot,Male,Registered Unemployed,597
2017,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,Registered Unemployed,273
2017,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,Registered Unemployed,188
2017,4,10,Sant Martí,68,el Poblenou,Male,Registered Unemployed,643
2017,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,Registered Unemployed,329
2017,4,10,Sant Martí,70,el Besòs i el Maresme,Male,Registered Unemployed,754
2017,4,10,Sant Martí,71,Provençals del Poblenou,Male,Registered Unemployed,470
2017,4,10,Sant Martí,72,Sant Martí de Provençals,Male,Registered Unemployed,661
2017,4,10,Sant Martí,73,la Verneda i la Pau,Male,Registered Unemployed,752
2017,4,1,Ciutat Vella,1,el Raval,Male,Unemployment demand,424
2017,4,1,Ciutat Vella,2,el Barri Gòtic,Male,Unemployment demand,142
2017,4,1,Ciutat Vella,3,la Barceloneta,Male,Unemployment demand,181
2017,4,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,Unemployment demand,244
2017,4,2,Eixample,5,el Fort Pienc,Male,Unemployment demand,182
2017,4,2,Eixample,6,la Sagrada Família,Male,Unemployment demand,303
2017,4,2,Eixample,7,la Dreta de l'Eixample,Male,Unemployment demand,145
2017,4,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,Unemployment demand,182
2017,4,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,Unemployment demand,322
2017,4,2,Eixample,10,Sant Antoni,Male,Unemployment demand,225
2017,4,3,Sants-Montjuïc,11,el Poble Sec,Male,Unemployment demand,300
2017,4,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,Unemployment demand,12
2017,4,3,Sants-Montjuïc,13,la Marina de Port,Male,Unemployment demand,187
2017,4,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,Unemployment demand,75
2017,4,3,Sants-Montjuïc,15,Hostafrancs,Male,Unemployment demand,105
2017,4,3,Sants-Montjuïc,16,la Bordeta,Male,Unemployment demand,123
2017,4,3,Sants-Montjuïc,17,Sants - Badal,Male,Unemployment demand,136
2017,4,3,Sants-Montjuïc,18,Sants,Male,Unemployment demand,254
2017,4,4,Les Corts,19,les Corts,Male,Unemployment demand,261
2017,4,4,Les Corts,20,la Maternitat i Sant Ramon,Male,Unemployment demand,134
2017,4,4,Les Corts,21,Pedralbes,Male,Unemployment demand,26
2017,4,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,Unemployment demand,14
2017,4,5,Sarrià-Sant Gervasi,23,Sarrià,Male,Unemployment demand,62
2017,4,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,Unemployment demand,53
2017,4,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,Unemployment demand,65
2017,4,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,Unemployment demand,120
2017,4,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,Unemployment demand,107
2017,4,6,Gràcia,28,Vallcarca i els Penitents,Male,Unemployment demand,76
2017,4,6,Gràcia,29,el Coll,Male,Unemployment demand,32
2017,4,6,Gràcia,30,la Salut,Male,Unemployment demand,65
2017,4,6,Gràcia,31,la Vila de Gràcia,Male,Unemployment demand,256
2017,4,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,Unemployment demand,182
2017,4,7,Horta-Guinardó,33,el Baix Guinardó,Male,Unemployment demand,144
2017,4,7,Horta-Guinardó,34,Can Baró,Male,Unemployment demand,47
2017,4,7,Horta-Guinardó,35,el Guinardó,Male,Unemployment demand,192
2017,4,7,Horta-Guinardó,36,la Font d'en Fargues,Male,Unemployment demand,52
2017,4,7,Horta-Guinardó,37,el Carmel,Male,Unemployment demand,175
2017,4,7,Horta-Guinardó,38,la Teixonera,Male,Unemployment demand,58
2017,4,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,Unemployment demand,36
2017,4,7,Horta-Guinardó,40,Montbau,Male,Unemployment demand,26
2017,4,7,Horta-Guinardó,41,la Vall d'Hebron,Male,Unemployment demand,28
2017,4,7,Horta-Guinardó,42,la Clota,Male,Unemployment demand,2
2017,4,7,Horta-Guinardó,43,Horta,Male,Unemployment demand,156
2017,4,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,Unemployment demand,149
2017,4,8,Nou Barris,45,Porta,Male,Unemployment demand,142
2017,4,8,Nou Barris,46,el Turó de la Peira,Male,Unemployment demand,94
2017,4,8,Nou Barris,47,Can Peguera,Male,Unemployment demand,13
2017,4,8,Nou Barris,48,la Guineueta,Male,Unemployment demand,103
2017,4,8,Nou Barris,49,Canyelles,Male,Unemployment demand,50
2017,4,8,Nou Barris,50,les Roquetes,Male,Unemployment demand,109
2017,4,8,Nou Barris,51,Verdun,Male,Unemployment demand,84
2017,4,8,Nou Barris,52,la Prosperitat,Male,Unemployment demand,160
2017,4,8,Nou Barris,53,la Trinitat Nova,Male,Unemployment demand,61
2017,4,8,Nou Barris,54,Torre Baró,Male,Unemployment demand,17
2017,4,8,Nou Barris,55,Ciutat Meridiana,Male,Unemployment demand,86
2017,4,8,Nou Barris,56,Vallbona,Male,Unemployment demand,10
2017,4,9,Sant Andreu,57,la Trinitat Vella,Male,Unemployment demand,80
2017,4,9,Sant Andreu,58,Baró de Viver,Male,Unemployment demand,15
2017,4,9,Sant Andreu,59,el Bon Pastor,Male,Unemployment demand,85
2017,4,9,Sant Andreu,60,Sant Andreu,Male,Unemployment demand,343
2017,4,9,Sant Andreu,61,la Sagrera,Male,Unemployment demand,163
2017,4,9,Sant Andreu,62,el Congrés i els Indians,Male,Unemployment demand,79
2017,4,9,Sant Andreu,63,Navas,Male,Unemployment demand,122
2017,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,Unemployment demand,249
2017,4,10,Sant Martí,65,el Clot,Male,Unemployment demand,166
2017,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,Unemployment demand,83
2017,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,Unemployment demand,66
2017,4,10,Sant Martí,68,el Poblenou,Male,Unemployment demand,220
2017,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,Unemployment demand,86
2017,4,10,Sant Martí,70,el Besòs i el Maresme,Male,Unemployment demand,194
2017,4,10,Sant Martí,71,Provençals del Poblenou,Male,Unemployment demand,125
2017,4,10,Sant Martí,72,Sant Martí de Provençals,Male,Unemployment demand,168
2017,4,10,Sant Martí,73,la Verneda i la Pau,Male,Unemployment demand,190
2017,4,1,Ciutat Vella,1,el Raval,Female,Registered Unemployed,1432
2017,4,1,Ciutat Vella,2,el Barri Gòtic,Female,Registered Unemployed,395
2017,4,1,Ciutat Vella,3,la Barceloneta,Female,Registered Unemployed,500
2017,4,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,Registered Unemployed,692
2017,4,2,Eixample,5,el Fort Pienc,Female,Registered Unemployed,706
2017,4,2,Eixample,6,la Sagrada Família,Female,Registered Unemployed,1174
2017,4,2,Eixample,7,la Dreta de l'Eixample,Female,Registered Unemployed,757
2017,4,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,Registered Unemployed,827
2017,4,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,Registered Unemployed,1234
2017,4,2,Eixample,10,Sant Antoni,Female,Registered Unemployed,878
2017,4,3,Sants-Montjuïc,11,el Poble Sec,Female,Registered Unemployed,1204
2017,4,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,Registered Unemployed,51
2017,4,3,Sants-Montjuïc,13,la Marina de Port,Female,Registered Unemployed,1022
2017,4,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,Registered Unemployed,306
2017,4,3,Sants-Montjuïc,15,Hostafrancs,Female,Registered Unemployed,417
2017,4,3,Sants-Montjuïc,16,la Bordeta,Female,Registered Unemployed,490
2017,4,3,Sants-Montjuïc,17,Sants - Badal,Female,Registered Unemployed,524
2017,4,3,Sants-Montjuïc,18,Sants,Female,Registered Unemployed,999
2017,4,4,Les Corts,19,les Corts,Female,Registered Unemployed,1007
2017,4,4,Les Corts,20,la Maternitat i Sant Ramon,Female,Registered Unemployed,518
2017,4,4,Les Corts,21,Pedralbes,Female,Registered Unemployed,126
2017,4,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,Registered Unemployed,47
2017,4,5,Sarrià-Sant Gervasi,23,Sarrià,Female,Registered Unemployed,263
2017,4,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,Registered Unemployed,183
2017,4,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,Registered Unemployed,337
2017,4,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,Registered Unemployed,599
2017,4,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,Registered Unemployed,553
2017,4,6,Gràcia,28,Vallcarca i els Penitents,Female,Registered Unemployed,362
2017,4,6,Gràcia,29,el Coll,Female,Registered Unemployed,153
2017,4,6,Gràcia,30,la Salut,Female,Registered Unemployed,292
2017,4,6,Gràcia,31,la Vila de Gràcia,Female,Registered Unemployed,1177
2017,4,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,Registered Unemployed,750
2017,4,7,Horta-Guinardó,33,el Baix Guinardó,Female,Registered Unemployed,587
2017,4,7,Horta-Guinardó,34,Can Baró,Female,Registered Unemployed,208
2017,4,7,Horta-Guinardó,35,el Guinardó,Female,Registered Unemployed,930
2017,4,7,Horta-Guinardó,36,la Font d'en Fargues,Female,Registered Unemployed,284
2017,4,7,Horta-Guinardó,37,el Carmel,Female,Registered Unemployed,967
2017,4,7,Horta-Guinardó,38,la Teixonera,Female,Registered Unemployed,291
2017,4,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,Registered Unemployed,176
2017,4,7,Horta-Guinardó,40,Montbau,Female,Registered Unemployed,127
2017,4,7,Horta-Guinardó,41,la Vall d'Hebron,Female,Registered Unemployed,135
2017,4,7,Horta-Guinardó,42,la Clota,Female,Registered Unemployed,9
2017,4,7,Horta-Guinardó,43,Horta,Female,Registered Unemployed,803
2017,4,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,Registered Unemployed,751
2017,4,8,Nou Barris,45,Porta,Female,Registered Unemployed,746
2017,4,8,Nou Barris,46,el Turó de la Peira,Female,Registered Unemployed,461
2017,4,8,Nou Barris,47,Can Peguera,Female,Registered Unemployed,65
2017,4,8,Nou Barris,48,la Guineueta,Female,Registered Unemployed,538
2017,4,8,Nou Barris,49,Canyelles,Female,Registered Unemployed,263
2017,4,8,Nou Barris,50,les Roquetes,Female,Registered Unemployed,569
2017,4,8,Nou Barris,51,Verdun,Female,Registered Unemployed,436
2017,4,8,Nou Barris,52,la Prosperitat,Female,Registered Unemployed,841
2017,4,8,Nou Barris,53,la Trinitat Nova,Female,Registered Unemployed,347
2017,4,8,Nou Barris,54,Torre Baró,Female,Registered Unemployed,95
2017,4,8,Nou Barris,55,Ciutat Meridiana,Female,Registered Unemployed,496
2017,4,8,Nou Barris,56,Vallbona,Female,Registered Unemployed,58
2017,4,9,Sant Andreu,57,la Trinitat Vella,Female,Registered Unemployed,460
2017,4,9,Sant Andreu,58,Baró de Viver,Female,Registered Unemployed,74
2017,4,9,Sant Andreu,59,el Bon Pastor,Female,Registered Unemployed,418
2017,4,9,Sant Andreu,60,Sant Andreu,Female,Registered Unemployed,1692
2017,4,9,Sant Andreu,61,la Sagrera,Female,Registered Unemployed,763
2017,4,9,Sant Andreu,62,el Congrés i els Indians,Female,Registered Unemployed,371
2017,4,9,Sant Andreu,63,Navas,Female,Registered Unemployed,570
2017,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,Registered Unemployed,1034
2017,4,10,Sant Martí,65,el Clot,Female,Registered Unemployed,733
2017,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,Registered Unemployed,360
2017,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,Registered Unemployed,227
2017,4,10,Sant Martí,68,el Poblenou,Female,Registered Unemployed,788
2017,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,Registered Unemployed,362
2017,4,10,Sant Martí,70,el Besòs i el Maresme,Female,Registered Unemployed,832
2017,4,10,Sant Martí,71,Provençals del Poblenou,Female,Registered Unemployed,588
